qid1	qid2	score	label
3280323	23681474	1.0	1
3280323	40215588	0.8905084290312326	0
3280323	32258201	0.8639594690020868	0
3280323	25661359	0.8631955215511489	0
3280323	21891881	0.8220849537941299	0
3280323	25187261	0.7978176281163389	0
3280323	36569633	0.7862666865632193	0
3280323	42266899	0.7671328046308707	0
3280323	2914095	0.754643333194064	0
3280323	4822852	0.7479590997767823	0
3280323	36854212	0.7294514183631196	0
3280323	43603604	0.7258428313772236	0
3280323	13669786	0.7246573081874347	0
3280323	32257527	0.7212409237195967	0
3280323	34762735	0.7175698664884638	0
3280323	38611192	0.7113564734920161	0
3280323	13751802	0.7060825652528215	0
3280323	45056083	0.7043562038851315	0
3280323	11392186	0.6857201071503328	0
3280323	33465716	0.6852748021922602	0
3280323	44786936	0.671247425210244	0
3280323	43105674	0.6678687547922642	0
3280323	3274908	0.6627824338698115	0
3280323	47214442	0.6547439787488413	0
3280323	38269987	0.6427825089740541	0
3280323	47420784	0.6359999958865351	0
3280323	13493569	0.625321384762795	0
3280323	34015957	0.5817043651538045	0
3280323	7765767	0.5329264291287231	0
3280323	22154781	0.5319136220751043	0
24873546	43180378	0.8400486062828184	0
24873546	41058343	0.7351777583364963	1
24873546	33875239	0.6946031028469236	0
24873546	18224109	0.6808663206939478	0
24873546	37394672	0.629521645063258	0
24873546	21898492	0.5984477317568937	0
24873546	23858219	0.575190340967765	0
24873546	11684389	0.5635715139524802	0
24873546	44770792	0.5482294206599564	0
24873546	13099007	0.5351528330941895	0
24873546	22186576	0.5324468870692617	0
24873546	8161459	0.5279404928741044	0
24873546	6692751	0.4941589761084351	0
24873546	874480	0.493392864406031	0
24873546	14877809	0.4917657361507353	0
24873546	32046974	0.46770227410114634	0
24873546	9826174	0.46244880502382796	0
24873546	42951766	0.4555890305624513	0
24873546	27188795	0.4440042873736227	0
24873546	23100181	0.43781404250880634	0
24873546	37483841	0.4226267028421839	0
24873546	21222757	0.4206672118534775	0
24873546	836288	0.3979871724681089	0
24873546	10195193	0.39439892943562715	0
24873546	13685821	0.39222551184992177	0
24873546	7176970	0.37084681846218737	0
24873546	34642734	0.3703778371175111	0
24873546	23651347	0.3203244371203925	0
24873546	10580396	0.3111679417513031	0
24873546	5614171	0.30450104021695357	0
11580304	29827533	0.7467647370524292	0
11580304	3844241	0.7042107507952265	0
11580304	20263091	0.6687947730410109	0
11580304	15932958	0.6281531055682716	0
11580304	17110957	0.6280307112791106	0
11580304	2522125	0.6259041145120069	1
11580304	26152113	0.6086345242251755	0
11580304	4292455	0.5922739805765	0
11580304	14526148	0.5922739805765	0
11580304	20801350	0.5889264901493128	0
11580304	42454240	0.5788796114029204	0
11580304	5901847	0.5748310040755562	0
11580304	17569775	0.5741826652412856	0
11580304	27033367	0.5564753415497417	0
11580304	15379383	0.5526733710117608	0
11580304	35103549	0.5519745706598934	0
11580304	14089443	0.5503573271268737	0
11580304	5029251	0.5352772492584711	0
11580304	507220	0.5333062940881464	0
11580304	18701990	0.5281534910588305	0
11580304	24437500	0.524598892634013	0
11580304	5219922	0.5237883950773781	0
11580304	16416861	0.5231239370228092	0
11580304	37254818	0.5184953607004704	0
11580304	22165947	0.5137860876244074	0
11580304	40244927	0.501923964947987	0
11580304	17286232	0.49877618465742574	0
11580304	21918309	0.49531459316209236	0
11580304	40015617	0.4927145100565306	0
11580304	43654167	0.45456082335294806	0
3855322	9959690	0.9722816295471824	0
3855322	2444430	0.9424815921683315	1
3855322	26669472	0.8430406183427394	0
3855322	21876480	0.752515673896912	0
3855322	20898444	0.7381734098996431	0
3855322	45634546	0.7375634522099931	0
3855322	25517896	0.7153348375436254	0
3855322	30454530	0.7104198533322226	0
3855322	44293837	0.7075746638263994	0
3855322	9892723	0.7032271388502217	0
3855322	787874	0.6942348852288567	0
3855322	4787090	0.6620241477681629	0
3855322	25667362	0.6478650007914065	0
3855322	26859006	0.6048382930349219	0
3855322	31320432	0.6044343570130529	0
3855322	35486378	0.6034950585374301	0
