qid1	qid2	score	label
33949786	33992029	1.0	1
33949786	39691902	0.8901579948785988	0
33949786	44779851	0.7817574452058645	0
33949786	45219736	0.6934672554192717	0
33949786	44461197	0.6413491687724718	0
33949786	42330839	0.6184366904152022	0
33949786	46474658	0.6100178346058722	0
33949786	38743506	0.6100178346058722	0
33949786	41783136	0.6078961160715021	0
33949786	44675051	0.6078961160715021	0
33949786	40685452	0.6078961160715021	0
33949786	40994583	0.5411235877766962	0
33949786	33018752	0.520578598275516	0
33949786	29919353	0.520578598275516	0
33949786	4114921	0.520578598275516	0
33949786	45110098	0.487568127066433	0
33949786	28284110	0.44729880161818536	0
33949786	4162603	0.44729880161818536	0
33949786	21369139	0.44729880161818536	0
33949786	27824979	0.44729880161818536	0
33949786	47485023	0.4436588355937984	0
33949786	30896883	0.39210388392849804	0
33949786	21528127	0.39210388392849804	0
33949786	33723459	0.39210388392849804	0
33949786	45578535	0.39210388392849804	0
33949786	43240604	0.39210388392849804	0
33949786	45266976	0.37594526213951535	0
33949786	28018097	0.34903440710190264	0
33949786	21656062	0.34903440710190264	0
33949786	19984917	0.314490175620739	0
11096617	38046733	1.0	0
11096617	17361576	0.9886129963197012	0
11096617	2988548	0.9689030817942471	0
11096617	6420322	0.9098007373953657	0
11096617	42060772	0.8624768245216622	0
11096617	45484505	0.8624768245216622	0
11096617	17820531	0.7833226432240596	0
11096617	41732738	0.7774136029793307	0
11096617	24978121	0.7468355207935131	1
11096617	31491028	0.7453775158174345	0
11096617	35226793	0.7071313695011618	0
11096617	4938089	0.6465412158600441	0
11096617	1697702	0.6235552360298683	0
11096617	21113071	0.5567203996009058	0
11096617	47369809	0.5083113287945749	0
11096617	33445812	0.5041185110955833	0
11096617	16240782	0.5041185110955833	0
11096617	22739701	0.5041185110955833	0
11096617	31497815	0.5041185110955833	0
11096617	22122065	0.5034047683267996	0
11096617	23722455	0.44191226411904944	0
11096617	32007311	0.44191226411904944	0
11096617	45735109	0.44191226411904944	0
11096617	38796217	0.44191226411904944	0
11096617	17768563	0.44191226411904944	0
11096617	45609619	0.44191226411904944	0
11096617	9146890	0.44191226411904944	0
11096617	6874149	0.44191226411904944	0
11096617	18265023	0.44191226411904944	0
11096617	8466768	0.3933717349404748	0
14611240	32597082	1.0	0
14611240	18433193	0.8518019464406444	0
14611240	3058723	0.8153265094826195	1
14611240	23389141	0.8021631588322916	0
14611240	44517754	0.719614392424431	0
14611240	32875963	0.7006613431152334	0
14611240	16538216	0.7002803461930361	0
14611240	14029085	0.6882896319755425	0
14611240	20775149	0.6447753001522574	0
14611240	12676634	0.6440800980829672	0
14611240	16739894	0.6430174905795	0
14611240	29317803	0.6347199818718267	0
14611240	5190346	0.625981826404678	0
14611240	20014179	0.6204410919980158	0
14611240	3588785	0.5863514791467013	0
14611240	1580504	0.5844889574831941	0
14611240	1906184	0.5844889574831941	0
14611240	3931649	0.5844889574831941	0
14611240	21773160	0.5793781137640341	0
14611240	22442564	0.5743727497957479	0
14611240	33523731	0.5741489929458297	0
14611240	17156943	0.5716317869163388	0
14611240	46307436	0.562687108993149	0
14611240	2690971	0.5590355105816599	0
14611240	37201868	0.5590355105816599	0
14611240	38001160	0.5590355105816599	0
14611240	10212493	0.5540676646608355	0
14611240	33574391	0.5479176787003527	0
14611240	23844233	0.5085601706131091	0
14611240	13586420	0.49402638689347206	0
46651581	44623376	1.0	1
46651581	35237289	1.0	0
46651581	14735427	1.0	0
46651581	40265164	1.0	0
46651581	17845366	1.0	0
46651581	34128430	0.8954387153140612	0
46651581	43162867	0.8263130468618066	0
46651581	29742629	0.7979719741189333	0
46651581	36002884	0.7977254065663903	0
46651581	41323039	0.7309496237470406	0
46651581	33443104	0.6744514646926877	0
46651581	30687938	0.6744514646926877	0
46651581	8975818	0.6154471520647741	0
46651581	39572603	0.6152067577826124	0
46651581	33812902	0.5762618459753004	0
46651581	8282662	0.5409493970162942	0
46651581	23478217	0.5409493970162942	0
46651581	6018986	0.4941843165665939	0
46651581	47060586	0.44626724756045716	0
46651581	16074376	0.4332039102302703	0
46651581	3142901	0.4332039102302703	0
46651581	23497710	0.38561992410414586	0
46651581	6999522	0.38561992410414586	0
46651581	45318536	0.38561992410414586	0
46651581	45265382	0.38561992410414586	0
46651581	43887588	0.383447966736413	0
46651581	38275243	0.383447966736413	0
46651581	23451910	0.3474547929567366	0
46651581	16593246	0.3161637939546166	0
46651581	35236953	0.0	0
42146482	20908047	1.0	1
42146482	29290874	0.7297426375593339	0
42146482	33689705	0.7168442002944106	0
42146482	32564117	0.7168442002944106	0
42146482	17686822	0.6695303323077535	0
42146482	21364883	0.6438037906835816	0
42146482	27088562	0.6438037906835816	0
42146482	45449205	0.6381045959744251	0
42146482	40016521	0.6381045959744251	0
42146482	20297249	0.6255359661577816	0
42146482	4111685	0.6255359661577816	0
42146482	41386021	0.5784331595012441	0
42146482	46903261	0.5749508425792781	0
42146482	29387920	0.5643609280903091	0
42146482	41685478	0.5643609280903091	0
42146482	35707977	0.5489241827338901	0
42146482	43359623	0.5325133777031285	0
42146482	19182281	0.529069427535525	0
42146482	1344308	0.5239262350415026	0
42146482	20255294	0.5040717207655636	0
42146482	36978895	0.5040717207655636	0
42146482	27227894	0.47670697729417094	0
42146482	32785760	0.4534791846647122	0
42146482	2945017	0.4418712475322296	0
42146482	33536785	0.4128720885416601	0
42146482	30283435	0.39333522369779444	0
42146482	35856654	0.3544065028019633	0
42146482	22242730	0.3544065028019633	0
42146482	31156424	0.3544065028019633	0
42146482	2247394	0.3224894484100789	0
14472795	27885989	1.0	0
14472795	5055812	0.9988875036979156	0
14472795	20943199	0.9828265136818085	0
14472795	13169456	0.9504014714332855	0
14472795	3429985	0.9298408280634306	0
14472795	5055942	0.9000267597446461	0
14472795	7239315	0.8919829790412803	0
14472795	33512126	0.8491750142874259	0
14472795	32179040	0.8491750142874259	0
14472795	35536552	0.8331256575966645	0
14472795	24002449	0.8331256575966645	0
14472795	31876619	0.8331256575966645	0
14472795	9907670	0.8331256575966645	1
14472795	8474670	0.7941929439059198	0
14472795	11619169	0.7637854499590351	0
14472795	22859493	0.7627779780480991	0
14472795	41387503	0.7627779780480991	0
14472795	17194657	0.7581489155431292	0
14472795	28988281	0.7447647206499234	0
14472795	23158766	0.7416134648481608	0
14472795	2589479	0.7416134648481608	0
14472795	24766561	0.6649392342068395	0
14472795	41640925	0.6645963130354916	0
14472795	28271051	0.6645963130354916	0
14472795	1937622	0.6645963130354916	0
14472795	22467845	0.6408201819197736	0
14472795	36960576	0.6408201819197736	0
14472795	18151994	0.5919009754376712	0
14472795	1988599	0.5915957214153826	0
14472795	27890054	0.5915957214153826	0
1802971	13500883	1.0	0
1802971	35806688	0.9294476318453984	0
1802971	27083417	0.8901579948785987	0
1802971	13317003	0.8712199844959241	0
1802971	14920342	0.8712199844959241	0
1802971	33745649	0.8712199844959241	0
1802971	44393191	0.8712199844959241	0
